,continuous1,continuous2,discrete1,discrete2,discrete3
53,0.10204481074802807,0.9368628255593556,1,4.0,6
54,0.2088767560948347,0.7738629651893243,1,4.0,6
55,0.16130951788499626,0.4056338946232637,1,4.0,6
56,0.6531083254653984,0.5930331393287639,1,4.0,6
57,0.2532916025397821,0.746497815875704,1,4.0,6
58,0.4663107728563063,0.4142210500958915,1,4.0,6
59,0.24442559200160274,0.3602481588123011,1,4.0,6
60,0.15896958364551972,0.13524329595586326,1,4.0,6
61,0.11037514116430513,0.7362608014758756,1,4.0,6
62,0.6563295894652734,0.8385085908076249,1,4.0,6
63,0.1381829513486138,0.31658441102995283,1,4.0,6
64,0.1965823616800535,0.7835077656425353,1,4.0,6
65,0.3687251706609641,0.6102130583369875,1,4.0,6
66,0.8209932298479351,0.784083046403244,1,4.0,6
67,0.09710127579306127,0.4113373831496644,1,4.0,6
68,0.8379449074988039,0.7475763636496067,1,4.0,6
69,0.09609840789396307,0.408509117897626,1,4.0,6
70,0.9764594650133958,0.0887579854194529,1,4.0,6
71,0.4686512016477016,0.5505789181349441,1,4.0,6
72,0.9767610881903371,0.45432872638864563,1,4.0,6
73,0.604845519745046,0.25287988720157717,1,4.0,6
74,0.7392635793983017,0.8921133349667691,1,4.0,6
75,0.039187792254320675,0.38285330553600116,1,4.0,6
76,0.2828069625764096,0.039126111432281396,1,4.0,6
77,0.1201965612131689,0.38213574020259033,1,4.0,6
78,0.29614019752214493,0.42450980790036974,1,4.0,6
79,0.11872771895424405,0.8616377231941599,1,4.0,6
80,0.317983179393976,0.7991832081050435,1,4.0,6
81,0.41426299451466997,0.19996658590792427,1,4.0,6
82,0.06414749634878436,0.8390292259588709,1,4.0,6
83,0.6924721193700198,0.2479272282536652,1,4.0,6
84,0.5666014542065752,0.341934148164293,1,4.0,6
85,0.2653894909394454,0.07681845397749132,1,4.0,6
86,0.5232480534666997,0.055356313134363844,1,4.0,6
87,0.09394051075844168,0.6808601208111374,1,4.0,6
88,0.5759464955561793,0.923341084521733,1,4.0,6
89,0.9292961975762141,0.4930168542378287,1,4.0,6
90,0.31856895245132366,0.8440937119585831,1,4.0,6
91,0.6674103799636817,0.7937512496926533,1,4.0,6
92,0.13179786240439217,0.6646787233813293,1,4.0,6
93,0.7163272041185655,0.9782289311177785,1,4.0,6
94,0.2894060929472011,0.802187920876386,1,4.0,6
95,0.18319136200711683,0.27484439421426143,1,4.0,6
96,0.5865129348100832,0.7890142462211079,1,4.0,6
97,0.020107546187493552,0.6926616462839036,1,4.0,6
98,0.8289400292173631,0.39952044663635167,1,4.0,6
99,0.004695476192547066,0.07679747022711503,1,4.0,6
100,0.6778165367962301,0.21435952961809968,1,4.0,6
101,0.27000797319216485,0.797237891643355,1,4.0,6
102,0.7351940221225949,0.2484852881360492,1,4.0,6
103,0.9621885451174382,0.997857983023348,1,4.0,6
104,0.24875314351995803,0.6939881399885446,1,4.0,6
105,0.5761573344178369,0.47722248071760787,1,4.0,6
106,0.592041931271839,0.5704366902119271,1,4.0,6
107,0.5722519057908734,0.6108727235414362,1,4.0,6
108,0.2230816326406183,0.9689448200326233,1,4.0,6
109,0.952749011516985,0.16174119463151948,1,4.0,6
110,0.44712537861762736,0.2723958026607546,1,4.0,6
111,0.8464086724711278,0.7095910479712436,1,4.0,6
112,0.6994792753175043,0.23985798314356555,1,4.0,6
113,0.29743695085513366,0.8712971622020502,1,4.0,6
114,0.8137978197024772,0.3465341756581186,1,4.0,6
115,0.39650574084698464,0.1808393999158191,1,4.0,6
116,0.8811031971111616,0.04762076084981848,1,4.0,6
117,0.5812728726358587,0.59559504031795,1,4.0,6
118,0.8817353618548528,0.8252821895545517,1,4.0,6
119,0.6925315900777659,0.27379311114879124,1,4.0,6
120,0.7252542798196405,0.9175394862588203,1,4.0,6
121,0.5013243819267023,0.7577342701180048,1,4.0,6
122,0.9560836347232239,0.06130068249878473,1,4.0,6
123,0.6439901992296374,0.5726329966747499,1,4.0,6
124,0.4238550485581797,0.5674409403252657,1,4.0,6
125,0.6063932141279244,0.20237230493598024,1,4.0,6
126,0.019193198309333526,0.3345443786657215,1,4.0,6
127,0.30157481667454933,0.4582788935837623,1,4.0,6
128,0.660173537492685,0.04807782123741844,1,4.0,6
129,0.29007760721044407,0.14977640928588787,1,4.0,6
130,0.6180154289988415,0.1640043891105587,1,4.0,6
131,0.42876870094576613,0.3792357544563909,1,4.0,6
132,0.13547406422245023,0.7473574586765804,1,4.0,6
133,0.29828232595603077,0.8313036590972589,1,4.0,6
134,0.5699649107012649,0.16284904601703887,1,4.0,6
135,0.5908727612481732,0.7519060360067699,1,4.0,6
136,0.5743252488495788,0.6707099583881694,1,4.0,6
137,0.6532008198571336,0.8906873919138784,1,4.0,6
138,0.6521032700016889,0.9687912539451718,1,4.0,6
139,0.43141843543397396,0.12446060880994103,1,4.0,6
140,0.896546595851063,0.08067386142081667,1,4.0,6
141,0.36756187004789653,0.7997301289520093,1,4.0,6
142,0.4358649252656268,0.16217087308585842,1,4.0,6
143,0.8919233550156721,0.1945745242572069,1,4.0,6
144,0.8061939890460857,0.8820359225258269,1,4.0,6
145,0.7038885835403663,0.938964897102525,1,4.0,6
146,0.10022688731230112,0.318471243922974,1,4.0,6
147,0.9194826137446735,0.842168100437994,1,4.0,6
148,0.7142412995491114,0.858856909563651,1,4.0,6
149,0.9988470065678665,0.6053904805020363,1,4.0,6
150,0.14944830465799375,0.566088448063145,1,4.0,6
151,0.8681260573682142,0.5758384092456097,1,4.0,6
152,0.16249293467637482,0.30128918764272283,1,4.0,6
153,0.6155595642838442,0.6188670389389908,1,4.0,6
154,0.12381998284944151,0.24358027110857006,1,4.0,6
155,0.8480082293222344,0.17763229007560877,1,4.0,6
156,0.8073189587250107,0.41295045442400635,1,4.0,6
157,0.5691007386145933,0.7057804229844352,1,4.0,6
158,0.40718329722599966,0.6214276873514643,1,4.0,6
159,0.06916699545513805,0.9648820793397025,1,4.0,6
160,0.6974287731445636,0.6464559113657224,1,4.0,6
161,0.45354268267806885,0.14131404979592044,1,4.0,6
162,0.7220555994703479,0.16121821329251806,1,4.0,6
163,0.8663823259286292,0.09306714007783212,1,4.0,6
164,0.9755215050028858,0.191173764997013,1,4.0,6
165,0.855803342392611,0.597950900679121,1,4.0,6
166,0.011714084185001972,0.8382864750148153,1,4.0,6
167,0.3599780644783639,0.8938676520674573,1,4.0,6
168,0.729990562424058,0.40004388668504853,1,4.0,6
169,0.17162967726144052,0.5585830285872317,1,4.0,6
170,0.5210366062041293,0.8091995921508134,1,4.0,6
171,0.05433798833925363,0.3120705211951691,1,4.0,6
172,0.19999652489640007,0.5956690044386951,1,4.0,6
173,0.01852179446061397,0.17408251105366568,1,4.0,6
174,0.7936977033574206,0.4765403405180947,1,4.0,6
175,0.22392468806038013,0.17307226036346834,1,4.0,6
176,0.3453516806969027,0.46242639029914556,1,4.0,6
177,0.9280812934655909,0.3968196917675796,1,4.0,6
178,0.7044144019235328,0.43326482350049333,1,4.0,6
179,0.03183892953130785,0.243712226106518,1,4.0,6
180,0.16469415649791275,0.13604334237850613,1,4.0,6
181,0.6214784014997635,0.2756653279198856,1,4.0,6
182,0.5772285886041676,0.23958003924390914,1,4.0,6
183,0.23789282137450862,0.7342962025844497,1,4.0,6
184,0.9342139979247938,0.7169750729815461,1,4.0,6
185,0.613965955965896,0.5844829937642724,1,4.0,6
186,0.5356328030249583,0.09133379816877518,1,4.0,6
187,0.589909976354571,0.566261854280033,1,4.0,6
188,0.7301220295167696,0.07923702594059778,1,4.0,6
189,0.31194499547960186,0.018173019276237823,1,4.0,6
190,0.3982210622160919,0.35259611513765576,1,4.0,6
191,0.20984374897512215,0.2405449190638994,1,4.0,6
192,0.18619300588033616,0.5946476814330426,1,4.0,6
193,0.9443723899839336,0.9286424880696137,1,4.0,6
194,0.7395507950492876,0.7198520277711921,1,4.0,6
195,0.4904588086175671,0.7673608619709871,1,4.0,6
196,0.22741462797332324,0.9508931103706227,1,4.0,6
197,0.25435648177039294,0.6340910808965676,1,4.0,6
198,0.05802916032387562,0.5777309414098256,1,4.0,6
199,0.4344166255581208,0.6018679759527085,1,4.0,6
200,0.3117958819941026,0.8658052565674659,1,4.0,6
201,0.6963434888154595,0.3880990352069851,1,4.0,6
202,0.3777518392924809,0.795336225388004,1,4.0,6
203,0.1796036775596348,0.6522569349771614,1,4.0,6
204,0.02467872839133123,0.3045715507819634,1,4.0,6
205,0.06724963146324858,0.013688410984091681,1,4.0,6
206,0.6793927734985673,0.20991999008691997,1,4.0,6
207,0.4536968445560453,0.6999887646268611,1,4.0,6
208,0.5365792111087222,0.5796903097452348,1,4.0,6
209,0.8966712930403421,0.27459469982028606,1,4.0,6
210,0.9903389473967044,0.43430247140102396,1,4.0,6
211,0.21689698439847394,0.6611487655814131,1,4.0,6
212,0.6630782031001008,0.12708614048989697,1,4.0,6
213,0.26332237673715064,0.4322795808512164,1,4.0,6
214,0.02065099946572868,0.41662421498197943,1,4.0,6
215,0.7583786538361414,0.5426010201202406,1,4.0,6
216,0.32001715082246784,0.521913680218495,1,4.0,6
217,0.38346389417189797,0.36772668506784956,1,4.0,6
218,0.5883171135536057,0.7627336288125462,1,4.0,6
219,0.8310484552361904,0.06722903999121377,1,4.0,6
220,0.6289818435911487,0.035538472534346055,1,4.0,6
221,0.8726506554473953,0.42025933959837536,1,4.0,6
222,0.27354203481563577,0.8966942501708143,1,4.0,6
223,0.7980468339125637,0.27756935052966913,1,4.0,6
224,0.1856359443059522,0.17230932469765314,1,4.0,6
225,0.9527916569719446,0.9282083943293762,1,4.0,6
226,0.6874882763878153,0.16822325458257026,1,4.0,6
227,0.21550767711355845,0.3748405367135256,1,4.0,6
228,0.9473705904889242,0.7290155103364921,1,4.0,6
229,0.7308558067701578,0.2609240084776018,1,4.0,6
230,0.25394164259502583,0.22984952779368129,1,4.0,6
231,0.21331197736748198,0.3976672339315541,1,4.0,6
232,0.5182007139306632,0.7873648145968252,1,4.0,6
233,0.025662718054531575,0.9109833531625063,1,4.0,6
234,0.2074700754411094,0.03129252790977377,1,4.0,6
235,0.42468546875150626,0.16510812737192027,1,4.0,6
236,0.37416998033422555,0.9586012891469076,1,4.0,6
237,0.4635754243648107,0.5927912915489684,1,4.0,6
238,0.2776287062947319,0.5514102691538197,1,4.0,6
239,0.5867843464581688,0.8135436792839946,1,4.0,6
240,0.8638556059232314,0.039783298028444825,1,4.0,6
241,0.11753185596203308,0.013836251172974823,1,4.0,6
242,0.5173791071541142,0.9674940497015918,1,4.0,6
243,0.1320681063451533,0.8285706855726811,1,4.0,6
244,0.7168596811925937,0.7473817815582686,1,4.0,6
245,0.39605970280729375,0.15570077014486672,1,4.0,6
246,0.565421311858509,0.47660392304326005,1,4.0,6
247,0.18327983621407862,0.9372935385658475,1,4.0,6
248,0.14484775934337724,0.9335995956239547,1,4.0,6
249,0.48805628064895457,0.009247106979528796,1,4.0,6
250,0.3556127378499556,0.7524914090061574,1,4.0,6
251,0.940431945252813,0.006237766446710369,1,4.0,6
252,0.7653252538069653,0.9843017276705566,1,4.0,6
253,0.7486636198505473,0.4169672019956985,1,4.0,6
254,0.9037197397459334,0.9735187579800997,1,4.0,6
255,0.08342243544201855,0.3677468090306375,1,4.0,6
256,0.5521924699224066,0.2931872905734214,1,4.0,6
257,0.5844760689557689,0.3162919638346049,1,4.0,6
258,0.961936378547229,0.7306790666385901,1,4.0,6
259,0.29214752679254885,0.19967283393019697,1,4.0,6
260,0.24082877991544682,0.8640576917926507,1,4.0,6
261,0.10029394226549782,0.5905726936267424,1,4.0,6
262,0.016429629591474204,0.9699110259492697,1,4.0,6
263,0.9295293167921905,0.9870849034861486,1,4.0,6
264,0.66991654659091,0.18518200130214535,1,4.0,6
265,0.7851529120231378,0.9557820535760178,1,4.0,6
266,0.2817301057539491,0.046538486379183674,1,4.0,6
267,0.5864101661863267,0.02786372412310567,1,4.0,6
268,0.06395526612098112,0.9438645773285519,1,4.0,6
269,0.4856275959346229,0.9623967374499934,1,4.0,6
270,0.9774951397444468,0.14724767267198968,1,4.0,6
271,0.8765052453165908,0.4424158153889981,1,4.0,6
272,0.33815895183684563,0.4940925279881825,1,4.0,6
273,0.9615701545414985,0.8602812365183045,1,4.0,6
274,0.2317016264712045,0.627917243196169,1,4.0,6
275,0.9493188224156814,0.7745664242016155,1,4.0,6
276,0.9413777047064986,0.48509684543129095,1,4.0,6
277,0.7992025873523917,0.6484137022418283,1,4.0,6
278,0.6304479368667911,0.7354093600258587,1,4.0,6
279,0.874287966624947,0.7378812839173013,1,4.0,6
280,0.2930202845077967,0.0017378267846723805,1,4.0,6
281,0.8489435553129182,0.09990807373006061,1,4.0,6
282,0.6178766919175238,0.363660441104416,1,4.0,6
283,0.01323685775889949,0.0611974471035418,1,4.0,6
284,0.34723351793221957,0.382989702367717,1,4.0,6
285,0.14814086094816503,0.38956684847219225,1,4.0,6
286,0.9818293898182532,0.9202335372777397,1,4.0,6
287,0.47837030703998806,0.5670718548946909,1,4.0,6
288,0.4973913654986627,0.7063512805336583,1,4.0,6
289,0.6394725163987236,0.8871986820862284,1,4.0,6
290,0.3685846061296175,0.4421293206493173,1,4.0,6
291,0.13690027168559893,0.0019621445973821983,1,4.0,6
292,0.8221177331942455,0.28533602462541374,1,4.0,6
293,0.18984791190275796,0.8141587000374869,1,4.0,6
294,0.511318982546456,0.9018411698000748,1,4.0,6
295,0.22431702897473926,0.35150958111822106,1,4.0,6
296,0.09784448449403405,0.2939912529790484,1,4.0,6
297,0.8621915174216833,0.9245052110687334,1,4.0,6
298,0.9729194890231303,0.35107373598278,1,4.0,6
299,0.9608346580630002,0.6522451880766583,1,4.0,6
300,0.906555499221179,0.2803092350505634,1,4.0,7
301,0.7740473326986388,0.0979187987907415,1,4.0,7
302,0.3331451520286419,0.5012363117860135,1,4.0,7
303,0.08110138998799676,0.9232318371181676,1,4.0,7
304,0.40724117141380733,0.618640753927305,1,4.0,7
305,0.23223414217094274,0.20882662478373437,1,4.0,7
306,0.13248763475798297,0.682429573367613,1,4.0,7
307,0.05342718178682526,0.7683611440976326,1,4.0,7
308,0.7255943642105788,0.32076056191495883,1,4.0,7
309,0.011427458625031028,0.5592094014310386,1,4.0,7
310,0.7705807485027762,0.6819531314673225,1,4.0,7
311,0.14694664540037505,0.16035314538048817,1,4.0,7
312,0.07952208258675575,0.9641009397724625,1,4.0,7
313,0.08960303423860538,0.4512519614498419,1,4.0,7
314,0.6720478073539145,0.9796643904720663,1,4.0,7
315,0.24536720985284477,0.1895738658444951,1,4.0,7
316,0.42053946668009845,0.4837735463096444,1,4.0,7
317,0.5573687913239169,0.1658536536758377,1,4.0,7
318,0.8605511738287938,0.010180822383938692,1,4.0,7
319,0.7270442627113283,0.23787517257520274,1,4.0,7
320,0.27032790523871464,0.4031873370680834,1,4.0,7
321,0.1314827992911276,0.4311307377242357,1,4.0,7
322,0.05537432042119794,0.8865051551042046,1,4.0,7
323,0.3015986344809425,0.6356772638808419,1,4.0,7
324,0.26211814923967824,0.4344416552185302,1,4.0,7
325,0.45614056680047965,0.9879976996098128,1,4.0,7
326,0.6832813355476804,0.6142243316266857,1,4.0,7
327,0.6956254456388572,0.3226629649849716,1,4.0,7
328,0.28351884658216664,0.6913108812107946,1,4.0,7
329,0.3799269559001205,0.4956999226830051,1,4.0,7
330,0.18115096173690304,0.8811676940681722,1,4.0,7
331,0.7885455123065187,0.8965112620633212,1,4.0,7
332,0.0568480764332403,0.3673504001211696,1,4.0,7
333,0.6969972417249873,0.5623390508601441,1,4.0,7
334,0.7786953959411034,0.26577344404630543,1,4.0,7
335,0.7774075618487531,0.62663675174255,1,4.0,7
336,0.25942256434535493,0.9923469623196748,1,4.0,7
337,0.37381313793256143,0.8325885178221839,1,4.0,7
338,0.587599635196389,0.3664099003028253,1,4.0,7
339,0.272821902424467,0.09538035199349248,1,4.0,7
340,0.3708527992178887,0.9666819873735142,1,4.0,7
341,0.19705428018563964,0.38958477867772023,1,4.0,7
342,0.4598558837560074,0.29338089326681516,1,4.0,7
343,0.044612301254114084,0.31633539290556756,1,4.0,7
344,0.799795884570618,0.4899233666388467,1,4.0,7
345,0.07695644698663273,0.9567513987490006,1,4.0,7
346,0.518835148831526,0.9866223213334914,1,4.0,7
347,0.3068100995451961,0.29612672735239554,1,4.0,7
348,0.5775429488313755,0.35146870774748507,1,4.0,7
349,0.9594333408334251,0.511806560066037,1,4.0,7
350,0.6455702444560039,0.008187288629735945,1,4.0,7
351,0.03536243575549092,0.17483656324410912,1,4.0,7
352,0.43040243950806123,0.9360590205048064,1,4.0,7
353,0.5100168523182502,0.029435237061361197,1,4.0,7
354,0.536177494703452,0.1009762797205438,1,4.0,7
355,0.6813925106038379,0.42064701703371876,1,4.0,7
356,0.2775960977317661,0.731450249159012,1,4.0,7
357,0.1288605654663202,0.2688782303903485,1,4.0,7
358,0.39267567654709434,0.30596559055389094,1,4.0,7
359,0.9564057227959488,0.30547298012438673,1,4.0,7
360,0.18713089175084474,0.8726019267536065,1,4.0,7
361,0.903983954928237,0.22609760622741792,1,4.0,7
362,0.5438059500773263,0.5624018260131903,1,4.0,7
363,0.4569114216457658,0.9999311470188161,1,4.0,7
364,0.8820414102298896,0.7284654948930182,1,4.0,7
365,0.45860396176858587,0.336350655296926,1,4.0,7
366,0.7241676366115433,0.7654589703324095,1,4.0,7
367,0.399025321703102,0.9539157073856089,1,4.0,7
368,0.9040443929009577,0.37353780715258433,1,4.0,7
369,0.6900250201912274,0.7080112400693306,1,4.0,7
370,0.6996220542505167,0.07580426311938915,1,4.0,7
371,0.3277204015571189,0.8952968367541417,1,4.0,7
372,0.7567786427368892,0.096256724624312,1,4.0,7
373,0.6360610554471413,0.37292509626159465,1,4.0,7
374,0.24002027337970955,0.5425058428622357,1,4.0,7
375,0.16053882248525642,0.26357764245021886,1,4.0,7
376,0.7963914745173317,0.6492693259871776,1,4.0,7
377,0.9591666030352225,0.5544287273924114,1,4.0,7
378,0.45813882726004285,0.717185240298106,1,4.0,7
379,0.5909841653236849,0.3541393651221608,1,4.0,7
380,0.8577226441935546,0.5460138896526734,1,4.0,7
381,0.45722345335385706,0.812185400181229,1,4.0,7
382,0.9518744768327362,0.8106963460014557,1,4.0,7
383,0.5757511620448724,0.7142399748518815,1,4.0,7
384,0.820767120701315,0.5419358896149794,1,4.0,7
385,0.9088437184127384,0.6732611007744953,1,4.0,7
386,0.8155238187685688,0.08688029011205078,1,4.0,7
387,0.15941446344895593,0.4713172007107326,1,4.0,7
388,0.6288984390617004,0.860143500304649,1,4.0,7
389,0.3984342586196771,0.6073648217266423,1,4.0,7
390,0.0627129520233457,0.94168310582509,1,4.0,7
391,0.42403225188984195,0.2621785212940809,1,4.0,7
392,0.2586840668894077,0.09630180211077544,1,4.0,7
393,0.8490383084285108,0.6266134356038866,1,4.0,7
394,0.03330462654669619,0.09092592982038039,1,4.0,7
395,0.9589827218634736,0.7821353634244159,1,4.0,7
396,0.3553688484719296,0.25674240814905724,1,4.0,7
397,0.3567068904025429,0.5387518584436566,1,4.0,7
398,0.01632850268370789,0.8113770403016125,1,4.0,7
399,0.18523232523618394,0.7880353687003,1,4.0,7
400,0.4012595008036087,0.4959750270792086,1,4.0,7
401,0.9292914173027139,0.9758464133154727,1,4.0,7
402,0.09961493022127133,0.49763315709084066,1,4.0,7
403,0.9453015334790795,0.27879141669105545,1,4.0,7
404,0.8694885305466322,0.3024312445516868,1,4.0,7
405,0.4541623969075518,0.7436427238772702,1,4.0,7
406,0.32670088176826007,0.43710703889059366,1,4.0,7
407,0.23274412927905685,0.41878848478549024,1,4.0,7
408,0.6144647064768743,0.02048659526993446,1,4.0,7
409,0.03307459147550562,0.30527816042104927,1,4.0,7
410,0.015606064446828216,0.8603830798416068,1,4.0,7
411,0.42879572249823783,0.8035044982271469,1,4.0,7
412,0.0680740739747202,0.7465108599826601,1,4.0,7
413,0.2519409882460929,0.023128386675719925,1,4.0,7
414,0.22116091534608384,0.02699029143169318,1,4.0,7
415,0.2531911937228519,0.3114649593908826,1,4.0,7
416,0.13105523121525775,0.47445327221813327,1,4.0,7
417,0.01203622289765427,0.9097412679862698,1,4.0,7
418,0.11548429713874808,0.38462981600553936,1,4.0,7
419,0.6184802595127479,0.28852500286289273,1,4.0,7
420,0.9742562128180503,0.5711529683047126,1,4.0,7
421,0.9903450015608939,0.9146942995496945,1,4.0,7
422,0.4090540953730616,0.73863871146225,1,4.0,7
423,0.16295442604660537,0.8566662819793105,1,4.0,7
424,0.6387617573665293,0.18219764492303292,1,4.0,7
425,0.49030534654873714,0.1256644453137924,1,4.0,7
426,0.9894097772844315,0.5440711336888929,1,4.0,7
427,0.0653042071517802,0.69737082571725,1,4.0,7
428,0.7832344383138131,0.9549880481625318,1,4.0,7
429,0.2883984973314939,0.3715344084564789,1,4.0,7
430,0.241418620076574,0.3465568522036966,1,4.0,7
431,0.662504571532676,0.5158542979015847,1,4.0,7
432,0.24606318499096447,0.6849379367067089,1,4.0,7
433,0.6658591175591877,0.5660237771153032,1,4.0,7
434,0.5173085172022888,0.7230306933325961,1,4.0,7
435,0.4240889884358493,0.3803149371124904,1,4.0,7
436,0.554687808661419,0.8621976301852416,1,4.0,7
437,0.28705151991962974,0.18297559358395976,1,4.0,7
438,0.7065747062729789,0.315904642828328,1,4.0,7
439,0.414856869333564,0.7736776637703174,1,4.0,7
440,0.36054556048589226,0.3356722539793957,1,4.0,7
441,0.8286569145557378,0.6681546023700152,1,4.0,7
442,0.9249669119531921,0.2877976092729607,1,4.0,7
443,0.046007310887296926,0.18710434243329277,1,4.0,7
444,0.2326269928297655,0.30073256395315373,1,4.0,7
445,0.34851936949256324,0.88699329703788,1,4.0,7
446,0.8149664793702474,0.460883128691712,1,4.0,7
447,0.9854914276432976,0.2254151537382285,1,4.0,7
448,0.9689717046703518,0.321438589165044,1,4.0,7
449,0.9049483455499269,0.002770956625681942,1,4.0,7
450,0.2965562650640299,0.7558082877570287,1,4.0,7
451,0.9920112434144741,0.2256774524328019,1,4.0,7
452,0.2494200410564512,0.5979210402705024,1,4.0,7
453,0.1059061548822322,0.02510953817714312,1,4.0,7
454,0.9509526110553941,0.8344984319735175,1,4.0,7
455,0.2334202554680963,0.18744475363635515,1,4.0,7
456,0.6897682650777505,0.004768377764269971,1,4.0,7
457,0.05835635898058866,0.3011878083654256,1,4.0,7
458,0.7307090991274762,0.9204871188372717,1,4.0,7
459,0.8817202123338397,0.2626142180446358,1,4.0,7
460,0.2724368954659625,0.5034788381179114,1,4.0,7
461,0.37905689607742854,0.4072298443577044,1,4.0,7
462,0.3742961833209161,0.2942492583320867,1,4.0,7
463,0.7487882575401331,0.9273535786015709,1,4.0,7
464,0.23780724253903884,0.7889949080537266,1,4.0,7
465,0.171853099047643,0.7619133153738572,1,4.0,7
466,0.4492916486877381,0.5261071244812398,1,4.0,7
467,0.3044684073773195,0.8248616737298372,1,4.0,7
468,0.8391891222586524,0.45842865821125367,1,4.0,7
469,0.23774182601563876,0.46518955047155564,1,4.0,7
470,0.5023894574892614,0.49377406341346375,1,4.0,7
471,0.9425835996979304,0.23691022522457095,1,4.0,7
472,0.6339976977446607,0.9236518593869899,1,4.0,7
473,0.8672894054624648,0.2587506748785492,1,4.0,7
474,0.9402096893547673,0.19815949993946502,1,4.0,7
475,0.7507648618863519,0.24375179333158525,1,4.0,7
476,0.6995750602247514,0.817352116565939,1,4.0,7
477,0.9679655666042271,0.7685456376763616,1,4.0,7
478,0.9944007896476794,0.4271068084560682,1,4.0,7
479,0.45182168266975964,0.013781904624582508,1,4.0,7
480,0.07086977818420837,0.9757350332508857,1,4.0,7
481,0.29279403144051885,0.13253097749036336,1,4.0,7
482,0.15235470568773046,0.8514226765922394,1,4.0,7
483,0.4174863747960118,0.7817230866307524,1,4.0,7
484,0.13128932847325603,0.938075781711365,1,4.0,7
485,0.604117804020882,0.7733985390852888,1,4.0,7
486,0.3828080591578541,0.3313715908270286,1,4.0,7
487,0.89538588428821,0.23191404341416944,1,4.0,7
488,0.9677946717985019,0.3776908204064149,1,4.0,7
489,0.5468849016694222,0.20308717051667458,1,4.0,7
490,0.2748235698675966,0.7195747477449508,1,4.0,7
491,0.5922304187618368,0.8265186324941105,1,4.0,7
492,0.8967611582244098,0.646438892397248,1,4.0,7
493,0.4067333458357483,0.1860927313091021,1,4.0,7
494,0.5520782766919708,0.03738471102864571,1,4.0,7
495,0.2716527676061459,0.5804012668569645,1,4.0,7
496,0.455444149450027,0.46267310507961357,1,4.0,7
497,0.40171353537959864,0.19970392819903238,1,4.0,7
498,0.24841346508297102,0.3680839022202911,1,4.0,7
499,0.5058663838253084,0.5414662556089532,1,4.0,7
500,0.3103808259798114,0.6329171122765795,1,4.0,7
